Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
20/12/2012,"3A Bankside Cottages, Milltown",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2016,"APT 45 DOWNSHIRE PLACE, EDENDERRY, CO OFFALY",,Offaly,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2017,"41 CAIRN HILL, WESTMINSTER RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,"€845,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2010,"Arva Cottage, Clonsilla, Dublin 15",,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2020,"6 MARGARET STREET, CORK, CORK",,Cork,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"29 Rockview (Site No. 50), Mountrath Road, Portlaoise",,Laois,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/01/2020,"34A ARDLORCAN, STILLORGAN, DUBLIN",,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2011,"39 Seagrave Square, Ashbourne, County Meath",,Meath,"€166,079.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/09/2014,"44 Dons Court, Bishopstown",,Cork,"€66,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/12/2012,"Blackwater House, 8 Douglas Hall Avenue, Skehard Road  Blackrock",,Cork,"€606,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2019,"138 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF DUBLIN 3",Dublin 3,Dublin,"€312,792.84",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"36 CLANREE RD, DONNYCARNEY DUBLIN 5, DUBLIN 5",Dublin 5,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2017,"22 ORCHARD RISE, CARRIGALINE, CORK",,Cork,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2015,"APT 16 BROOKVILLE, HUNTERS LANE, ASHBOURNE",,Meath,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2016,"5 Bracken Close, Carpenterstown Road, Castleknock",Dublin 15,Dublin,"€647,577.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2014,"35 The Granary, Abbeyknockmoy",,Galway,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2014,"21 CASTLEPARK SQUARE, CASTLEPARK, DUNBOYNE ROAD MAYNOOTH",,Kildare,"€403,083.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
02/07/2012,"Apartment 45, Millenium Tower, Charlotte Quay",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2019,"29 BALLINTEER GARDENS, DUBLIN 16, DUBLIN",Dublin 16,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2020,"3 ELM PARK, NEW ROSS, WEXFORD",,Wexford,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2015,"23 Rivervalley View, Swords",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2010,"No. 2 Carmen Lawn, Belmont, Rochestown",,Cork,"€395,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/05/2020,"9 FORGE LANE, BARRADUBH, KILLARNEY",,Kerry,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2012,"Alteen, Dowra",,Leitrim,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"52 WALKINSTOWN PK, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€85,999.41",Yes,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"28 DUNDRUM GATE, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2010,"40A Main Street, Belmayne, Balgriffin",Dublin 13,Dublin,"€220,264.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/01/2019,"APT 7 QUINTINS WAY, PEARSE STREET, NENAGH",,Tipperary,"€31,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"No. 13 Cois Riasc, Bantry",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2011,"Little Monks Meadow, Portmarnock, Co. Dublin",,Dublin,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2018,"MILL VIEW, BALLYMOTEY, ENNISCORTHY",,Wexford,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"12 SPRINGFIELD GROVE, ROSSMORE VILLAGE, TIPPERARY TOWN",,Tipperary,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2019,"11 GRACE PARK CLOSE, GRACE PARK WOOD, DRUMCONDRA",Dublin 9,Dublin,"€440,529.00",No,Yes,New Dwelling house /Apartment,
16/09/2010,"34 Victoria Place, Castlebar",,Mayo,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2019,"8 Dun Eimear Avenue, Bettystown, Co. Meath",,Meath,"€237,885.00",No,Yes,New Dwelling house /Apartment,
28/10/2021,"KILLAG, DUNCORMICK, CO WEXFORD",,Wexford,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2019,"11 CLOONDARA, BALLISODARE, SLIGO",,Sligo,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2016,"401 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€975,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2017,"5 PRIORY COURT, CONVENT LANE, ATHY",,Kildare,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2021,"16 ARDEE COURT, CORK ST, DUBLIN 8",Dublin 8,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"12 BRACKENWOOD LANE, BALBRIGGAN, DUBLIN",,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"5 APPLEWOOD DRIVE, SWORDS, CO DUBLIN",,Dublin,"€198,820.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2019,"CROSSFEHIN, VIRGINA, CO CAVAN",,Cavan,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2019,"TARA, PRUSSELSTOWN, ATHY",,Kildare,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"MAIN STREET, SCOTSTOWN, COUNTY MONAGHAN",,Monaghan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2015,"6 WHITEPOINT MOORINGS, WHITEPOINT, COBH",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2021,"DRUMBOORY, BALLYCONNELL, CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2014,"CARNMORE, ORANMORE, GALWAY",,Galway,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2015,"18 CASTLEBANE, LISNENNAN, LETTERKENNY",,Donegal,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"3 POINTE BOISE, SALTHILL, GALWAY",,Galway,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2017,"20 RATHMOYLE ROAD, ABBEYLEIX, PORTLAOISE",,Laois,"€70,157.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2020,"10 MILLRACE GREEN, SAGGART, DUBLIN",Dublin 24,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2018,"29 ARD NA GAOITHE, DROMAHANE, MALLOW",,Cork,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2016,"33 MALTON HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER",Dublin 1,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2018,"7 Oaktree Drive, Cunnaberry Hill, Tully Road",,Kildare,"€244,493.39",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/02/2019,"BALLYMORE, ASKEATON, LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2016,"15 DUNDALK STUDENT VILLAGE, DIT, DUNDALK",,Louth,"€122,222.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2020,"MONADARRAGH, EDGEWORTHSTOWN, LONGFORD",,Longford,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2012,"Ballybrit, Galway",,Galway,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"46 THE CRESCENT, ONGAR VILLAGE, DUBLIN 15",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"25 COIS NA HABHAINN, ABBEYKNOCKMOY, TUAM",,Galway,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"TOORMORE, GOLEEN, CORK",,Cork,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"59 CARRIGWELL, CARRIGNAVAR, CORK",,Cork,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2016,"HOLLYTREE FARM, MILFORD, CHARLEVILLE",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2018,"21 Weavers Wood, Clonsilla",Dublin 15,Dublin,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/04/2020,"7 The Orchard, Watergrasshill",,Cork,"€374,581.49",No,Yes,New Dwelling house /Apartment,
12/06/2014,"SAOIRSE, CROSSFIELD, KENNELL HILL",,Cork,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"5A HIGH STREET, WICKLOW TOWN, WICKLOW",,Wicklow,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"81 THE WOODS, GLOUNTHAUNE, CORK",,Cork,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2011,"Killaun, Killyon, Birr",,Offaly,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2019,"APT 34, FISHERMAN'S QUAY, CORBALLY",,Limerick,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2018,"47 River Meadow, Dromod",,Leitrim,"€61,415.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/08/2020,"19 VICTORIA RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€693,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"166 PEARSE PARK, DROGHEDA, LOUTH",,Louth,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2019,"1 BRIDGE STREET, BANDON, CO. CORK",,Cork,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2020,"35 CHERRYWOOD PARK, TALLANSTOWN, DUNDALK",,Louth,"€67,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Linden House, Droumgarriff, Glengarriff",,Cork,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2010,"6  Ashgrove, Moyvane Village, Listowel",,Kerry,"€118,590.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/01/2017,"22 GREENPARK CLOSE, SOUTH CIRCULAR ROAD, LIMERICK",,Limerick,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"KNOCKGLASS MORE, CAMP, TRALEE",,Kerry,"€112,900.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2010,"BALLYALLOG, TULLOGHER",,Kilkenny,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2019,"2 GILBERTS ROW, RATHDRUM, WICKLOW",,Wicklow,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2015,"31 LOCK HOUSE, CARTRON SLANEMORE, MULLINGAR WESTMEATH",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2015,"9 Hegarty Street, Millstreet",,Cork,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"62 ATH LETHAN, DUNDALK, LOUTH",,Louth,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"20 Millrace Court, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2017,"59 BEATGHSTOWN WOOD, BETTYSTOWN, MEATH",,Meath,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2012,"House B, Killynann, Gorey",,Wexford,"€242,291.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/06/2014,"55 CHALFONT AVE, MALAHIDE, DUBLIN",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2015,"37 ROWLAGH PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2014,"11 RADHARC NA SLEIBHTE, CHURCHTOWN, MALLOW",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2017,"13 Oak Drive, Castle Heights, Kimoney Road",,Cork,"€317,179.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/10/2018,"FOXGLOVE COTTAGE, LISSANE LOWER, DRIMOLEAGUE",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2011,"12 College Farm Rise, Newbridge",,Kildare,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2021,"RAILWAY COTTAGE, GORTNAMINCH, LISTOWEL",,Kerry,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2016,"No 32 Thornwood, Beaumont",Dublin 9,Dublin,"€450,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
20/06/2017,"MELWOOD, 8 WOODLANDS DEMESNE, MONTENOTTE",,Cork,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2019,"28 VALENTIA PARADE, NORTH CIRCULAR RD, DUBLIN 7",Dublin 7,Dublin,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2021,"Block A3, The Quarter, Citywest",Dublin 24,Dublin,"€10,762,681.06",No,Yes,New Dwelling house /Apartment,
05/09/2018,"38 SHANNON VALLEY, BALLAGHADERREEN, CO ROSCOMMON",,Roscommon,"€22,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2020,"TAWNLARAIGH, DONEGALTOWN, DONEGAL",,Donegal,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2010,"12 Belfield, Ennis Road, Limerick",,Limerick,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2013,"Piercetown, Thurles",,Tipperary,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2020,"3 ASHBROOK, MALLOW, CORK",,Cork,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2011,"Apt 84, Block 5 Corr Castle, Howth Road",,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2020,"5 BEECH ROW, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€197,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2020,"SLEAVEEN RD, MACROOM, CORK",,Cork,"€84,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/11/2013,"66 Ard Thomain, Sli na Manach, Mungret",,Limerick,"€225,877.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/10/2010,"28 O'Hanlon Park, Dundalk",,Louth,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2020,"31 BROOKLAWN, NEW ROSS, CO WEXFORD",,Wexford,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2013,"Dromahaire, Barringtons Ave, Cork",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"1 RENVILLE VILLAGE, ORANMORE, GALWAY",,Galway,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2014,"64 BUNRATTY RD, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"68 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2017,"5 ELM PARK DR, CROOM, LIMERICK",,Limerick,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2015,"MOANMORE, KILRUSH, CLARE",,Clare,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2019,"32 ELM RD, RIVERBANK, ANNACOTTY",,Limerick,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"27 MANOR COURT, CONVOY, DONEGAL",,Donegal,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2017,"Apt 29  Block C  An Radharc, Maryborough Ridge, Maryborough Hill  Douglas",,Cork,"€158,589.22",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/12/2020,"4 MEADOW COURT, WATERGRASSHILL, CORK",,Cork,"€254,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2010,"Killult, Falcarragh",,Donegal,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2020,"54 HUNTSTOWN COURT, HUNTSTOWN, DUBLIN 15",Dublin 15,Dublin,"€263,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"131 WOODFIELD, TUAM, GALWAY",,Galway,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2012,"Tattyboys, Reaghstown, Ardee",,Louth,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2017,"52 CLUAIN ARRA, GORTBOY, NEWCASTLEWEST",,Limerick,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"2 GLENLUCAN COURT, BRAY, CO WICKLOW",,Wicklow,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2015,"2 woodland path, crannach, kenagh",,Longford,"€44,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/12/2018,"16 BALLYMACE GREEN, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2019,"21 ROSSBERRY COURT, LUCAN, DUBLIN",,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2010,"573 ST BRIDGET'S TERRACE, STRAFFAN",,Kildare,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2014,"19 Goose Green, Grace Park Road, Drumcondra",Dublin 9,Dublin,"€433,333.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/07/2021,"54 THE SALTINGS, ANNAGASSAN, LOUTH",,Louth,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2016,"3 HOLLY PARK, SHANKILL, DUBLIN 18",Dublin 18,Dublin,"€437,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2018,"1 THE AVENUE, MARNOCK'S BAY, PORTMARNOCK",,Dublin,"€559,471.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/12/2019,"3 PRIORLAND VILLAS, DUBLIN RD, DUNDALK",,Louth,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2011,"Cloonrane, Milltown",,Galway,"€118,943.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/01/2018,"16 GREENDALE, CLON RD, ENNIS",,Clare,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2014,"57 Royston, Kimmage Road West",,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2017,"11 EASTWOOD, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"9 ATHLUMNEY VILLAS, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2010,"32 Crosbies Yard, Ossory Road, Dublin 3",Dublin 3,Dublin,"€204,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/03/2021,"BLACKROCK, PETERSWELL, GALWAY",,Galway,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"28 ST ANDREW&#039;S WOOD, THE FAIRWAYS, LUCAN",,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"14 MILL WHARF, NORTH QUAY, DROGHEDA",,Louth,"€120,833.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2013,"Killinaugh, Rathowen, Mullingar",,Westmeath,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2015,"24 BRUCE HILL MANOR, ARVA, CAVAN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2012,"139 Ballyshannon Road, Kilmore, Dublin 5",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2014,"5 APARTMENT BLOCK, OXMANSTOWN GREEN, BLACKHALL PLACE",,Dublin,"€197,885.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2010,"36 Rahylin Glebe, Ballybane, Galway",,Galway,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"9 OAKFIELD GREEN, GLANMIRE, CORK",,Cork,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2021,"38 TAIN COURT, BRIDGE ST, DUNDALK",,Louth,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"21 Crockanure Avenue, Kildare Town",,Kildare,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"10 THE COURT, CYPRESS DOWNS, TEMPLEOGUE",,Dublin,"€901,650.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2014,"8 CENTRE PARK, MAIN ST, SCHULL",,Cork,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2017,"Kenmare Holiday Village, Gortamullen, Kenmare",,Kerry,"€110,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/10/2019,"10 ROCKFIELD RISE, MAYNOOTH, KILDARE",,Kildare,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2017,"53 BELLISK, DONABATE, NORTH",,Dublin,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"17 Cedarhurst Road, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2020,"THE COACH HOUSE, KIERANS CROSS MONASTERBOICE, LOUTH",,Louth,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2012,"46 Ocean Wave, Salthill",,Galway,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2012,"11 Clos Ard, Prospect Hill, Galway",,Galway,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2019,"4 AYLMER CRESCENT, COURTOWN PARK, KILCOCK",,Kildare,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2021,"101 RIDGEPOOL, BALLINA, CO MAYO",,Mayo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2013,"69 BRIGHTON ROAD, RATHGAR",Dublin 6,Dublin,"€741,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2020,"194 ABBEY DR, RIVERSTON ABBEY, NAVAN RD DUBLIN 7",Dublin 7,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2018,"THE VILLAGE TAVERN, LOWER MAIN STREET, MOUNTCHARLES",,Donegal,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2017,"303 HAWTHORN, WEDGEWOOD ESTATE, SANDYFORD DUBLIN 16",Dublin 18,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2017,"30 GORT NA BRO, MILLARS LANE RAHOON, GALWAY",,Galway,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2021,"67 CHURCH HILL, TULLAMORE, CO OFFALY",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2018,"50 Gort An Duin, Oranhill, Oranmore",,Galway,"€329,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
