Date of Sale,Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
2014-09-18,"44 Dons Court, Bishopstown",,Cork,66000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2012-12-04,"Blackwater House, 8 Douglas Hall Avenue, Skehard Road  Blackrock",,Cork,606000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-11,"138 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF DUBLIN 3",Dublin 3,Dublin,312792.84,No,No,Second-Hand Dwelling house /Apartment,
2019-07-26,"36 CLANREE RD, DONNYCARNEY DUBLIN 5, DUBLIN 5",Dublin 5,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-23,"22 ORCHARD RISE, CARRIGALINE, CORK",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-21,"APT 16 BROOKVILLE, HUNTERS LANE, ASHBOURNE",,Meath,159000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-24,"5 Bracken Close, Carpenterstown Road, Castleknock",Dublin 15,Dublin,647577.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-13,"35 The Granary, Abbeyknockmoy",,Galway,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-22,"21 CASTLEPARK SQUARE, CASTLEPARK, DUNBOYNE ROAD MAYNOOTH",,Kildare,403083.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2012-07-02,"Apartment 45, Millenium Tower, Charlotte Quay",,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-20,"29 BALLINTEER GARDENS, DUBLIN 16, DUBLIN",Dublin 16,Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-21,"3 ELM PARK, NEW ROSS, WEXFORD",,Wexford,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-12,"23 Rivervalley View, Swords",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-21,"No. 2 Carmen Lawn, Belmont, Rochestown",,Cork,395000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2020-05-29,"9 FORGE LANE, BARRADUBH, KILLARNEY",,Kerry,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-15,"Alteen, Dowra",,Leitrim,46000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-24,"52 WALKINSTOWN PK, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,85999.41,Yes,No,Second-Hand Dwelling house /Apartment,
2017-09-07,"28 DUNDRUM GATE, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-02,"40A Main Street, Belmayne, Balgriffin",Dublin 13,Dublin,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-01-16,"APT 7 QUINTINS WAY, PEARSE STREET, NENAGH",,Tipperary,31500.0,No,No,Second-Hand Dwelling house /Apartment,
2012-09-07,"No. 13 Cois Riasc, Bantry",,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-20,"Little Monks Meadow, Portmarnock, Co. Dublin",,Dublin,182000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-01,"MILL VIEW, BALLYMOTEY, ENNISCORTHY",,Wexford,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-26,"12 SPRINGFIELD GROVE, ROSSMORE VILLAGE, TIPPERARY TOWN",,Tipperary,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-18,"11 GRACE PARK CLOSE, GRACE PARK WOOD, DRUMCONDRA",Dublin 9,Dublin,440529.0,No,Yes,New Dwelling house /Apartment,
2010-09-16,"34 Victoria Place, Castlebar",,Mayo,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-06,"8 Dun Eimear Avenue, Bettystown, Co. Meath",,Meath,237885.0,No,Yes,New Dwelling house /Apartment,
2021-10-28,"KILLAG, DUNCORMICK, CO WEXFORD",,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-25,"11 CLOONDARA, BALLISODARE, SLIGO",,Sligo,167000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-23,"401 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,975000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-25,"5 PRIORY COURT, CONVENT LANE, ATHY",,Kildare,82000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-24,"16 ARDEE COURT, CORK ST, DUBLIN 8",Dublin 8,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-13,"12 BRACKENWOOD LANE, BALBRIGGAN, DUBLIN",,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-30,"5 APPLEWOOD DRIVE, SWORDS, CO DUBLIN",,Dublin,198820.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-11,"CROSSFEHIN, VIRGINA, CO CAVAN",,Cavan,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-29,"TARA, PRUSSELSTOWN, ATHY",,Kildare,315000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-21,"MAIN STREET, SCOTSTOWN, COUNTY MONAGHAN",,Monaghan,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-01,"6 WHITEPOINT MOORINGS, WHITEPOINT, COBH",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-24,"DRUMBOORY, BALLYCONNELL, CAVAN",,Cavan,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-24,"CARNMORE, ORANMORE, GALWAY",,Galway,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-03,"18 CASTLEBANE, LISNENNAN, LETTERKENNY",,Donegal,238000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-24,"3 POINTE BOISE, SALTHILL, GALWAY",,Galway,322000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-25,"20 RATHMOYLE ROAD, ABBEYLEIX, PORTLAOISE",,Laois,70157.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-25,"10 MILLRACE GREEN, SAGGART, DUBLIN",Dublin 24,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-03,"29 ARD NA GAOITHE, DROMAHANE, MALLOW",,Cork,192000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-25,"33 MALTON HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER",Dublin 1,Dublin,287000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-25,"7 Oaktree Drive, Cunnaberry Hill, Tully Road",,Kildare,244493.39,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-02-11,"BALLYMORE, ASKEATON, LIMERICK",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-26,"15 DUNDALK STUDENT VILLAGE, DIT, DUNDALK",,Louth,122222.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-31,"MONADARRAGH, EDGEWORTHSTOWN, LONGFORD",,Longford,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-03-26,"Ballybrit, Galway",,Galway,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-22,"46 THE CRESCENT, ONGAR VILLAGE, DUBLIN 15",Dublin 15,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-20,"25 COIS NA HABHAINN, ABBEYKNOCKMOY, TUAM",,Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-07,"TOORMORE, GOLEEN, CORK",,Cork,142500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-14,"59 CARRIGWELL, CARRIGNAVAR, CORK",,Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-28,"HOLLYTREE FARM, MILFORD, CHARLEVILLE",,Cork,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-23,"21 Weavers Wood, Clonsilla",Dublin 15,Dublin,240000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-04-02,"7 The Orchard, Watergrasshill",,Cork,374581.49,No,Yes,New Dwelling house /Apartment,
2014-06-12,"SAOIRSE, CROSSFIELD, KENNELL HILL",,Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-17,"5A HIGH STREET, WICKLOW TOWN, WICKLOW",,Wicklow,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-15,"81 THE WOODS, GLOUNTHAUNE, CORK",,Cork,266000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-07-07,"Killaun, Killyon, Birr",,Offaly,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-22,"APT 34, FISHERMAN'S QUAY, CORBALLY",,Limerick,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-19,"47 River Meadow, Dromod",,Leitrim,61415.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2020-08-28,"19 VICTORIA RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,693000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-17,"166 PEARSE PARK, DROGHEDA, LOUTH",,Louth,82000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-08,"1 BRIDGE STREET, BANDON, CO. CORK",,Cork,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-04-06,"35 CHERRYWOOD PARK, TALLANSTOWN, DUNDALK",,Louth,67500.0,Yes,No,Second-Hand Dwelling house /Apartment,
2012-01-06,"Linden House, Droumgarriff, Glengarriff",,Cork,525000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-26,"6  Ashgrove, Moyvane Village, Listowel",,Kerry,118590.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-01-31,"22 GREENPARK CLOSE, SOUTH CIRCULAR ROAD, LIMERICK",,Limerick,279000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-07,"KNOCKGLASS MORE, CAMP, TRALEE",,Kerry,112900.0,No,No,Second-Hand Dwelling house /Apartment,
2010-04-29,"BALLYALLOG, TULLOGHER",,Kilkenny,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-25,"2 GILBERTS ROW, RATHDRUM, WICKLOW",,Wicklow,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-27,"31 LOCK HOUSE, CARTRON SLANEMORE, MULLINGAR WESTMEATH",,Meath,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-09,"9 Hegarty Street, Millstreet",,Cork,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-07,"62 ATH LETHAN, DUNDALK, LOUTH",,Louth,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-20,"20 Millrace Court, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-09-12,"59 BEATGHSTOWN WOOD, BETTYSTOWN, MEATH",,Meath,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-05,"House B, Killynann, Gorey",,Wexford,242291.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2014-06-27,"55 CHALFONT AVE, MALAHIDE, DUBLIN",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-10,"37 ROWLAGH PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,149000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-20,"11 RADHARC NA SLEIBHTE, CHURCHTOWN, MALLOW",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-11,"13 Oak Drive, Castle Heights, Kimoney Road",,Cork,317179.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2018-10-19,"FOXGLOVE COTTAGE, LISSANE LOWER, DRIMOLEAGUE",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-02,"12 College Farm Rise, Newbridge",,Kildare,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-03,"RAILWAY COTTAGE, GORTNAMINCH, LISTOWEL",,Kerry,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-17,"No 32 Thornwood, Beaumont",Dublin 9,Dublin,450000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2017-06-20,"MELWOOD, 8 WOODLANDS DEMESNE, MONTENOTTE",,Cork,675000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-04,"28 VALENTIA PARADE, NORTH CIRCULAR RD, DUBLIN 7",Dublin 7,Dublin,166000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-25,"Block A3, The Quarter, Citywest",Dublin 24,Dublin,10762681.06,No,Yes,New Dwelling house /Apartment,
2018-09-05,"38 SHANNON VALLEY, BALLAGHADERREEN, CO ROSCOMMON",,Roscommon,22500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-27,"TAWNLARAIGH, DONEGALTOWN, DONEGAL",,Donegal,268000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-07-20,"12 Belfield, Ennis Road, Limerick",,Limerick,211000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-04-04,"Piercetown, Thurles",,Tipperary,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-10,"3 ASHBROOK, MALLOW, CORK",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-05-31,"Apt 84, Block 5 Corr Castle, Howth Road",,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-30,"5 BEECH ROW, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,197500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-14,"SLEAVEEN RD, MACROOM, CORK",,Cork,84000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2013-11-01,"66 Ard Thomain, Sli na Manach, Mungret",,Limerick,225877.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2010-10-27,"28 O'Hanlon Park, Dundalk",,Louth,77000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-02,"31 BROOKLAWN, NEW ROSS, CO WEXFORD",,Wexford,76000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-02-11,"Dromahaire, Barringtons Ave, Cork",,Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-30,"1 RENVILLE VILLAGE, ORANMORE, GALWAY",,Galway,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-08,"64 BUNRATTY RD, COOLOCK, DUBLIN 17",Dublin 17,Dublin,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-08,"68 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-11,"5 ELM PARK DR, CROOM, LIMERICK",,Limerick,147000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-29,"MOANMORE, KILRUSH, CLARE",,Clare,207000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-12,"32 ELM RD, RIVERBANK, ANNACOTTY",,Limerick,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-25,"27 MANOR COURT, CONVOY, DONEGAL",,Donegal,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-26,"Apt 29  Block C  An Radharc, Maryborough Ridge, Maryborough Hill  Douglas",,Cork,158589.22,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-12-04,"4 MEADOW COURT, WATERGRASSHILL, CORK",,Cork,254000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-02-08,"Killult, Falcarragh",,Donegal,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-14,"54 HUNTSTOWN COURT, HUNTSTOWN, DUBLIN 15",Dublin 15,Dublin,263500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-15,"131 WOODFIELD, TUAM, GALWAY",,Galway,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-07,"Tattyboys, Reaghstown, Ardee",,Louth,141000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-05,"52 CLUAIN ARRA, GORTBOY, NEWCASTLEWEST",,Limerick,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-30,"2 GLENLUCAN COURT, BRAY, CO WICKLOW",,Wicklow,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-15,"2 woodland path, crannach, kenagh",,Longford,44000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-12-07,"16 BALLYMACE GREEN, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,900000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-08,"21 ROSSBERRY COURT, LUCAN, DUBLIN",,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-08-31,"573 ST BRIDGET'S TERRACE, STRAFFAN",,Kildare,233000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-28,"19 Goose Green, Grace Park Road, Drumcondra",Dublin 9,Dublin,433333.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-07-09,"54 THE SALTINGS, ANNAGASSAN, LOUTH",,Louth,158000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-11,"3 HOLLY PARK, SHANKILL, DUBLIN 18",Dublin 18,Dublin,437500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-27,"1 THE AVENUE, MARNOCK'S BAY, PORTMARNOCK",,Dublin,559471.37,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-12-05,"3 PRIORLAND VILLAS, DUBLIN RD, DUNDALK",,Louth,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-25,"Cloonrane, Milltown",,Galway,118943.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2018-01-10,"16 GREENDALE, CLON RD, ENNIS",,Clare,177000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-12,"57 Royston, Kimmage Road West",,Dublin,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-15,"11 EASTWOOD, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,169000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-23,"9 ATHLUMNEY VILLAS, RANELAGH, DUBLIN 6",Dublin 6,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-14,"32 Crosbies Yard, Ossory Road, Dublin 3",Dublin 3,Dublin,204000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-03-31,"BLACKROCK, PETERSWELL, GALWAY",,Galway,121000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-29,"28 ST ANDREW&#039;S WOOD, THE FAIRWAYS, LUCAN",,Dublin,490000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-21,"14 MILL WHARF, NORTH QUAY, DROGHEDA",,Louth,120833.0,No,No,Second-Hand Dwelling house /Apartment,
2013-11-12,"Killinaugh, Rathowen, Mullingar",,Westmeath,37000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-12,"24 BRUCE HILL MANOR, ARVA, CAVAN",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-05,"139 Ballyshannon Road, Kilmore, Dublin 5",,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-09,"5 APARTMENT BLOCK, OXMANSTOWN GREEN, BLACKHALL PLACE",,Dublin,197885.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-16,"36 Rahylin Glebe, Ballybane, Galway",,Galway,178000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-23,"9 OAKFIELD GREEN, GLANMIRE, CORK",,Cork,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-13,"38 TAIN COURT, BRIDGE ST, DUNDALK",,Louth,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-19,"21 Crockanure Avenue, Kildare Town",,Kildare,78000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-26,"10 THE COURT, CYPRESS DOWNS, TEMPLEOGUE",,Dublin,901650.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-21,"8 CENTRE PARK, MAIN ST, SCHULL",,Cork,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-09,"Kenmare Holiday Village, Gortamullen, Kenmare",,Kerry,110000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-10-03,"10 ROCKFIELD RISE, MAYNOOTH, KILDARE",,Kildare,435000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-10,"53 BELLISK, DONABATE, NORTH",,Dublin,141000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-20,"17 Cedarhurst Road, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-12-21,"THE COACH HOUSE, KIERANS CROSS MONASTERBOICE, LOUTH",,Louth,490000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-15,"46 Ocean Wave, Salthill",,Galway,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-09-14,"11 Clos Ard, Prospect Hill, Galway",,Galway,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-10,"4 AYLMER CRESCENT, COURTOWN PARK, KILCOCK",,Kildare,342000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-27,"101 RIDGEPOOL, BALLINA, CO MAYO",,Mayo,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-11-08,"69 BRIGHTON ROAD, RATHGAR",Dublin 6,Dublin,741000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-07,"194 ABBEY DR, RIVERSTON ABBEY, NAVAN RD DUBLIN 7",Dublin 7,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-20,"THE VILLAGE TAVERN, LOWER MAIN STREET, MOUNTCHARLES",,Donegal,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-30,"303 HAWTHORN, WEDGEWOOD ESTATE, SANDYFORD DUBLIN 16",Dublin 18,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-18,"30 GORT NA BRO, MILLARS LANE RAHOON, GALWAY",,Galway,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-25,"67 CHURCH HILL, TULLAMORE, CO OFFALY",,Offaly,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-11,"50 Gort An Duin, Oranhill, Oranmore",,Galway,329000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-10-06,"30 The Green, Bellingsmore, Church Road",Dublin 15,Dublin,370045.0,No,Yes,New Dwelling house /Apartment,
2017-07-18,"9 ST JOHNS TERRACE, KILKENNY",,Kilkenny,395000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-04-09,"Gatley's House, Galway Road, Loughrea",,Galway,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-12,"58 LIAM HEALY RD, FAIRHILL, CORK",,Cork,180000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2012-10-25,"13  Riverwalk, Tir Cluain, Midleton",,Cork,72000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-30,"3 Cois na hAbhann, Mullinahone",,Tipperary,174889.86,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-19,"18 Woodview, Fionn Laoi, Ballincollig",,Cork,352422.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-10-08,"20 Raheen Drive, Ballyfermot",Dublin 10,Dublin,46200.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-12-17,"6A KEY COURT, NEW BUILDING LANE, KILKENNY",,Kilkenny,142000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-08,"114 Friar's Green, Carlow",,Carlow,204405.0,No,Yes,New Dwelling house /Apartment,
2017-08-02,"BALLYBARNEY, NARRAGHMORE, ATHY KILDARE",,Kildare,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-23,"4 WOODLANDS, RATOATH, MEATH",,Meath,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-25,"7 STOCKING WOOD HALL, RATHFARNHAM, DUBLIN 16",,Dublin,130500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-19,"20 Botanika, Cleve Hill, Blackrock",,Cork,527650.0,No,Yes,New Dwelling house /Apartment,
2021-06-01,"15 Pairc Ardsheelane, Sneem",,Kerry,211453.0,No,Yes,New Dwelling house /Apartment,
2020-08-05,"CORNASLEEHAN, KILMORE, CARRICK ON SHANNON",,Roscommon,148500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-24,"5 HAWTHORN HILL, PEMBROKESTOWN, WEXFORD",,Wexford,185000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2017-09-28,"55 ABBEYTOWN, CROSSMOLINA, MAYO",,Mayo,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-07,"86 Ferrycarrig Road, Coolock",,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-24,"43 THE CAIRNS, CROSSAKIEL, KELLS",,Meath,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-12,"24 ARDILEA DOWNS, MOUNT ANVILLE RD, GOATSTOWN DUBLIN 14",Dublin 14,Dublin,1050000.0,No,No,Second-Hand Dwelling house /Apartment,
